"table_data","estimate","lower","upper","midp_p_value","fisher_p_value","chi_square_p_value"
"Standard",0.485173965059345,0.27585353840912,0.84419834900776,0.010448738796161,0.0109740494963229,0.00939829224301773
"Orphan",1.63103751243611,0.938052553091669,2.87172856963831,0.0831964566203811,0.0936762138823144,0.0805269342183653
"Expedited",1.93337938586873,1.10626325287134,3.38010901971117,0.0207977823082848,0.0205203614770933,0.0181995876423802
