targetB,Brand_name
ENSG00000111679,Portrazza
ENSG00000113263,Portrazza
ENSG00000124181,Portrazza
ENSG00000127329,Portrazza
ENSG00000132155,Portrazza
ENSG00000133124,Portrazza
ENSG00000134853,Portrazza
ENSG00000137193,Portrazza
ENSG00000138363,Portrazza
ENSG00000138698,Portrazza
ENSG00000141968,Portrazza
ENSG00000142208,Portrazza
ENSG00000143294,Portrazza
ENSG00000143322,Portrazza
ENSG00000144554,Portrazza
ENSG00000145675,Portrazza
ENSG00000153707,Portrazza
ENSG00000165025,Portrazza
ENSG00000168036,Portrazza
ENSG00000168610,Portrazza
ENSG00000179295,Portrazza
ENSG00000182511,Portrazza
ENSG00000185499,Portrazza
ENSG00000197122,Portrazza
ENSG00000198561,Portrazza
ENSG00000254087,Portrazza
ENSG00000039068,Exkivity
ENSG00000044115,Exkivity
ENSG00000065361,Exkivity
ENSG00000080824,Exkivity
ENSG00000081237,Exkivity
ENSG00000091831,Exkivity
ENSG00000092820,Exkivity
ENSG00000096384,Exkivity
ENSG00000096968,Exkivity
ENSG00000097007,Exkivity
ENSG00000101213,Exkivity
ENSG00000110395,Exkivity
ENSG00000111252,Exkivity
ENSG00000111679,Exkivity
ENSG00000113263,Exkivity
ENSG00000124181,Exkivity
ENSG00000127329,Exkivity
ENSG00000132155,Exkivity
ENSG00000133124,Exkivity
ENSG00000134853,Exkivity
ENSG00000137193,Exkivity
ENSG00000138363,Exkivity
ENSG00000138698,Exkivity
ENSG00000141968,Exkivity
ENSG00000142208,Exkivity
ENSG00000143294,Exkivity
ENSG00000143322,Exkivity
ENSG00000144554,Exkivity
ENSG00000145675,Exkivity
ENSG00000153707,Exkivity
ENSG00000165025,Exkivity
ENSG00000168036,Exkivity
ENSG00000168610,Exkivity
ENSG00000179295,Exkivity
ENSG00000182511,Exkivity
ENSG00000185499,Exkivity
ENSG00000197122,Exkivity
ENSG00000198561,Exkivity
ENSG00000254087,Exkivity
ENSG00000039068,Alunbrig
ENSG00000044115,Alunbrig
ENSG00000065361,Alunbrig
ENSG00000080824,Alunbrig
ENSG00000081237,Alunbrig
ENSG00000091831,Alunbrig
ENSG00000092820,Alunbrig
ENSG00000096384,Alunbrig
ENSG00000096968,Alunbrig
ENSG00000097007,Alunbrig
ENSG00000101213,Alunbrig
ENSG00000110395,Alunbrig
ENSG00000111252,Alunbrig
ENSG00000111679,Alunbrig
ENSG00000113263,Alunbrig
ENSG00000124181,Alunbrig
ENSG00000127329,Alunbrig
ENSG00000132155,Alunbrig
ENSG00000133124,Alunbrig
ENSG00000134853,Alunbrig
ENSG00000137193,Alunbrig
ENSG00000138363,Alunbrig
ENSG00000138698,Alunbrig
ENSG00000141968,Alunbrig
ENSG00000142208,Alunbrig
ENSG00000143294,Alunbrig
ENSG00000143322,Alunbrig
ENSG00000144554,Alunbrig
ENSG00000145675,Alunbrig
ENSG00000153707,Alunbrig
ENSG00000165025,Alunbrig
ENSG00000168036,Alunbrig
ENSG00000168610,Alunbrig
ENSG00000179295,Alunbrig
ENSG00000182511,Alunbrig
ENSG00000185499,Alunbrig
ENSG00000197122,Alunbrig
ENSG00000198561,Alunbrig
ENSG00000254087,Alunbrig
ENSG00000039068,Vizimpro
ENSG00000044115,Vizimpro
ENSG00000065361,Vizimpro
ENSG00000072274,Vizimpro
ENSG00000080824,Vizimpro
ENSG00000081237,Vizimpro
ENSG00000082898,Vizimpro
ENSG00000085832,Vizimpro
ENSG00000091831,Vizimpro
ENSG00000092820,Vizimpro
ENSG00000096384,Vizimpro
ENSG00000096968,Vizimpro
ENSG00000097007,Vizimpro
ENSG00000101213,Vizimpro
ENSG00000110395,Vizimpro
ENSG00000111252,Vizimpro
ENSG00000111679,Vizimpro
ENSG00000113263,Vizimpro
ENSG00000123983,Vizimpro
ENSG00000124181,Vizimpro
ENSG00000127329,Vizimpro
ENSG00000132155,Vizimpro
ENSG00000133124,Vizimpro
ENSG00000134853,Vizimpro
ENSG00000135605,Vizimpro
ENSG00000137193,Vizimpro
ENSG00000138363,Vizimpro
ENSG00000138698,Vizimpro
ENSG00000141968,Vizimpro
ENSG00000142208,Vizimpro
ENSG00000143294,Vizimpro
ENSG00000143322,Vizimpro
ENSG00000144554,Vizimpro
ENSG00000145675,Vizimpro
ENSG00000152894,Vizimpro
ENSG00000153201,Vizimpro
ENSG00000153707,Vizimpro
ENSG00000162434,Vizimpro
ENSG00000163399,Vizimpro
ENSG00000165025,Vizimpro
ENSG00000168036,Vizimpro
ENSG00000168610,Vizimpro
ENSG00000179295,Vizimpro
ENSG00000182511,Vizimpro
ENSG00000185338,Vizimpro
ENSG00000185499,Vizimpro
ENSG00000197122,Vizimpro
ENSG00000198561,Vizimpro
ENSG00000254087,Vizimpro
ENSG00000039068,Gilotrif
ENSG00000044115,Gilotrif
ENSG00000065361,Gilotrif
ENSG00000072274,Gilotrif
ENSG00000080824,Gilotrif
ENSG00000081237,Gilotrif
ENSG00000082898,Gilotrif
ENSG00000085832,Gilotrif
ENSG00000091831,Gilotrif
ENSG00000092820,Gilotrif
ENSG00000096384,Gilotrif
ENSG00000096968,Gilotrif
ENSG00000097007,Gilotrif
ENSG00000101213,Gilotrif
ENSG00000110395,Gilotrif
ENSG00000111252,Gilotrif
ENSG00000111679,Gilotrif
ENSG00000113263,Gilotrif
ENSG00000123983,Gilotrif
ENSG00000124181,Gilotrif
ENSG00000127329,Gilotrif
ENSG00000132155,Gilotrif
ENSG00000133124,Gilotrif
ENSG00000134853,Gilotrif
ENSG00000135605,Gilotrif
ENSG00000137193,Gilotrif
ENSG00000138363,Gilotrif
ENSG00000138698,Gilotrif
ENSG00000141968,Gilotrif
ENSG00000142208,Gilotrif
ENSG00000143294,Gilotrif
ENSG00000143322,Gilotrif
ENSG00000144554,Gilotrif
ENSG00000145675,Gilotrif
ENSG00000152894,Gilotrif
ENSG00000153201,Gilotrif
ENSG00000153707,Gilotrif
ENSG00000162434,Gilotrif
ENSG00000163399,Gilotrif
ENSG00000165025,Gilotrif
ENSG00000168036,Gilotrif
ENSG00000168610,Gilotrif
ENSG00000179295,Gilotrif
ENSG00000182511,Gilotrif
ENSG00000185338,Gilotrif
ENSG00000185499,Gilotrif
ENSG00000197122,Gilotrif
ENSG00000198561,Gilotrif
ENSG00000254087,Gilotrif
ENSG00000010671,Rybrevant
ENSG00000039068,Rybrevant
ENSG00000044115,Rybrevant
ENSG00000065361,Rybrevant
ENSG00000080824,Rybrevant
ENSG00000081237,Rybrevant
ENSG00000091831,Rybrevant
ENSG00000092820,Rybrevant
ENSG00000096384,Rybrevant
ENSG00000096968,Rybrevant
ENSG00000097007,Rybrevant
ENSG00000101213,Rybrevant
ENSG00000110395,Rybrevant
ENSG00000111252,Rybrevant
ENSG00000111679,Rybrevant
ENSG00000113263,Rybrevant
ENSG00000124181,Rybrevant
ENSG00000127329,Rybrevant
ENSG00000132155,Rybrevant
ENSG00000133124,Rybrevant
ENSG00000134853,Rybrevant
ENSG00000135605,Rybrevant
ENSG00000137193,Rybrevant
ENSG00000138363,Rybrevant
ENSG00000138698,Rybrevant
ENSG00000140538,Rybrevant
ENSG00000141968,Rybrevant
ENSG00000142208,Rybrevant
ENSG00000143294,Rybrevant
ENSG00000143322,Rybrevant
ENSG00000144554,Rybrevant
ENSG00000145675,Rybrevant
ENSG00000152894,Rybrevant
ENSG00000153707,Rybrevant
ENSG00000165025,Rybrevant
ENSG00000168036,Rybrevant
ENSG00000168610,Rybrevant
ENSG00000179295,Rybrevant
ENSG00000182511,Rybrevant
ENSG00000182866,Rybrevant
ENSG00000185338,Rybrevant
ENSG00000185499,Rybrevant
ENSG00000197122,Rybrevant
ENSG00000198561,Rybrevant
ENSG00000254087,Rybrevant
ENSG00000160323,Cablivi
ENSG00000134086,Welireg
ENSG00000185010,Hemlibra
NA,Revcovi
ENSG00000169919,Mepsevii
ENSG00000164172,Nulibry
NA,Vimizim
ENSG00000118271,Onpattro
ENSG00000118271,Tegsedi
NA,Galafold
NA,Nexviazyme
ENSG00000004700,Rubraca
ENSG00000004700,Lynparza
NA,Xenpozyme
NA,Strensiq
ENSG00000134571,Camzyos
ENSG00000145675,Tresiba
ENSG00000254647,Tresiba
ENSG00000123349,Elahere
ENSG00000101412,Zejula
NA,Lonsurf
ENSG00000084774,Blenrep
ENSG00000133112,Blenrep
ENSG00000169554,Farydak
ENSG00000198176,Farydak
NA,Xpovio
ENSG00000113712,Pomalyst
ENSG00000130725,Pomalyst
ENSG00000067225,Cyramza
ENSG00000101412,Rubraca
ENSG00000101412,Lynparza
ENSG00000075624,Fluoroestradiol F-18
ENSG00000109971,Fluoroestradiol F-18
ENSG00000113575,Gavreto
ENSG00000071894,Zykadia
ENSG00000115163,Zykadia
ENSG00000113575,Retevmo
ENSG00000160691,Rozlytrek
ENSG00000160691,Tepmetko
ENSG00000177885,Tepmetko
ENSG00000160691,Tabrecta
ENSG00000177885,Tabrecta
ENSG00000160691,Tagrisso
ENSG00000172757,Tagrisso
ENSG00000177885,Tagrisso
ENSG00000160691,Portrazza
ENSG00000172757,Portrazza
ENSG00000177885,Portrazza
ENSG00000160691,Exkivity
ENSG00000172757,Exkivity
ENSG00000177885,Exkivity
ENSG00000160691,Alunbrig
ENSG00000172757,Alunbrig
ENSG00000177885,Alunbrig
ENSG00000075624,Vizimpro
ENSG00000160691,Vizimpro
ENSG00000172757,Vizimpro
ENSG00000177885,Vizimpro
ENSG00000075624,Gilotrif
ENSG00000160691,Gilotrif
ENSG00000172757,Gilotrif
ENSG00000177885,Gilotrif
ENSG00000160691,Rybrevant
ENSG00000172757,Rybrevant
ENSG00000177885,Rybrevant
ENSG00000160791,Trogarzo
ENSG00000138622,Corlanor
ENSG00000244414,Ultomiris
NA,Crysvita
NA,Briviact
NA,Pyrukynd
ENSG00000130203,Flortaucipir F-18
ENSG00000142192,Flortaucipir F-18
ENSG00000186868,Flortaucipir F-18
ENSG00000112964,Skytrofa
ENSG00000162337,Evenity
ENSG00000204388,Breo Ellipta
ENSG00000204389,Breo Ellipta
NA,Mulpleta
NA,Doptelet
ENSG00000152266,Natpara
ENSG00000118271,Vyndaqel
ENSG00000173250,Ingrezza
ENSG00000130164,Kynamro
ENSG00000077238,Dupixent
ENSG00000166206,Ztalmy
ENSG00000121853,Macrilen
ENSG00000112964,Sogroya
ENSG00000113327,Diacomit
NA,Kanuma
NA,Brineura
ENSG00000101400,Viltepso
ENSG00000101400,Vyondys 53
ENSG00000101400,Exondys 51
ENSG00000101400,Amondys 45
ENSG00000036828,Parsabiv
ENSG00000118271,Amvuttra
ENSG00000001626,Orkambi
ENSG00000001626,Trikafta
ENSG00000107290,Evrysdi
ENSG00000172062,Evrysdi
ENSG00000205571,Evrysdi
ENSG00000107290,Spinraza
ENSG00000172062,Spinraza
ENSG00000205571,Spinraza
ENSG00000022355,Xcopri
ENSG00000102466,Xcopri
ENSG00000105711,Xcopri
ENSG00000113327,Xcopri
ENSG00000114279,Xcopri
ENSG00000166206,Xcopri
ENSG00000102466,Aptiom
ENSG00000105711,Aptiom
ENSG00000114279,Aptiom
ENSG00000001626,Symdeko
ENSG00000001626,Trikafta
ENSG00000080815,Aduhelm
ENSG00000130203,Aduhelm
ENSG00000137642,Aduhelm
ENSG00000137845,Aduhelm
ENSG00000142192,Aduhelm
ENSG00000143801,Aduhelm
ENSG00000186868,Aduhelm
ENSG00000080815,Vizamyl
ENSG00000130203,Vizamyl
ENSG00000137642,Vizamyl
ENSG00000137845,Vizamyl
ENSG00000142192,Vizamyl
ENSG00000143801,Vizamyl
ENSG00000186868,Vizamyl
ENSG00000080815,Neuraceq
ENSG00000130203,Neuraceq
ENSG00000137642,Neuraceq
ENSG00000137845,Neuraceq
ENSG00000142192,Neuraceq
ENSG00000143801,Neuraceq
ENSG00000186868,Neuraceq
ENSG00000001626,Symdeko
ENSG00000001626,Trikafta
ENSG00000001626,Orkambi
ENSG00000117461,Piqray
ENSG00000169047,Tresiba
ENSG00000171105,Tresiba
ENSG00000197594,Tresiba
ENSG00000162434,Besremi
ENSG00000174775,Copiktra
ENSG00000068024,Farydak
ENSG00000172936,Farydak
ENSG00000174197,Farydak
ENSG00000276903,Farydak
ENSG00000278677,Farydak
NA,Viltepso
NA,Vyondys 53
NA,Exondys 51
NA,Amondys 45
NA,Xcopri
NA,Aptiom
ENSG00000082512,Ninlaro
ENSG00000106615,Balversa
ENSG00000125686,Nubeqa
ENSG00000125686,Erleada
ENSG00000115904,Tagrisso
ENSG00000115904,Portrazza
ENSG00000115904,Exkivity
ENSG00000115904,Alunbrig
ENSG00000115904,Vizimpro
ENSG00000115904,Gilotrif
ENSG00000115904,Rybrevant
ENSG00000022355,Ztalmy
ENSG00000117601,Bevyxxa
ENSG00000117601,Savaysa
NA,Zurampic
ENSG00000096968,Mulpleta
ENSG00000096968,Doptelet
ENSG00000134352,Cibinqo
NA,Sylvant
NA,Diacomit
ENSG00000244734,Oxbryta
ENSG00000134817,Entresto
ENSG00000155659,Empaveli
ENSG00000149295,Nourianz
ENSG00000183918,Empliciti
ENSG00000109101,Inqovi
ENSG00000102466,Xadago
ENSG00000163050,Xadago
ENSG00000142192,Oxervate
ENSG00000146648,Oxervate
ENSG00000115415,Besremi
ENSG00000087494,Tymlos
ENSG00000012124,Tavalisse
ENSG00000142192,Tavalisse
ENSG00000162711,Tavalisse
ENSG00000171867,Northera
ENSG00000185359,Northera
ENSG00000197971,Northera
ENSG00000102678,Ofev
ENSG00000111679,Ofev
ENSG00000125968,Ofev
ENSG00000197461,Ofev
ENSG00000115415,Cibinqo
ENSG00000159110,Cibinqo
ENSG00000115085,Tecvayli
ENSG00000213658,Tecvayli
ENSG00000134982,Ukoniq
ENSG00000197822,Ukoniq
NA,Austedo
ENSG00000164116,Adempas
NA,Isturisa
NA,Bylvay
NA,Orilissa
ENSG00000099250,Vabysmo
ENSG00000099250,Beovu
ENSG00000027697,Gamifant
ENSG00000175445,Evkeeza
NA,Voxzogo
ENSG00000103266,Ongentys
ENSG00000109501,Ongentys
NA,Zydelig
ENSG00000211899,Zynlonta
NA,Brintellix
ENSG00000142192,Blenrep
ENSG00000197635,Nesina
ENSG00000157087,Emgality
ENSG00000157087,Ajovy
ENSG00000157087,Vyepti
NA,Imcivree
NA,Azstarys
NA,Azstarys
ENSG00000117601,Hemlibra
ENSG00000105287,Farydak
ENSG00000109320,Farydak
ENSG00000128340,Farydak
ENSG00000131910,Farydak
ENSG00000142599,Farydak
ENSG00000162924,Farydak
ENSG00000167604,Farydak
ENSG00000117560,Brukinsa
ENSG00000117560,Imbruvica
ENSG00000117560,Calquence
ENSG00000109320,Pomalyst
ENSG00000115415,Pomalyst
ENSG00000116678,Myalept
ENSG00000174697,Myalept
ENSG00000179295,Myalept
ENSG00000123496,Adbry
ENSG00000131724,Adbry
ENSG00000070018,Evenity
ENSG00000102468,Nuplazid
ENSG00000118432,Nuplazid
ENSG00000147246,Nuplazid
ENSG00000164082,Nuplazid
NA,Breo Ellipta
NA,Ozempic
NA,Trulicity
NA,Tanzeum
ENSG00000139626,Entyvio
NA,Adlyxin
ENSG00000087494,Natpara
ENSG00000168036,Natpara
ENSG00000119614,Vyndaqel
ENSG00000128272,Vyndaqel
ENSG00000132016,Vyndaqel
ENSG00000138207,Vyndaqel
ENSG00000139372,Vyndaqel
ENSG00000142192,Vyndaqel
ENSG00000166595,Vyndaqel
ENSG00000198959,Vyndaqel
ENSG00000139514,Ingrezza
ENSG00000180871,Ingrezza
ENSG00000162975,Lybalvi
ENSG00000138823,Kynamro
ENSG00000111679,Dupixent
ENSG00000113520,Dupixent
ENSG00000131724,Dupixent
ENSG00000166888,Dupixent
NA,Mounjaro
ENSG00000198945,Inqovi
ENSG00000078369,Vraylar
ENSG00000118432,Vraylar
ENSG00000128271,Vraylar
ENSG00000142319,Vraylar
ENSG00000147955,Vraylar
ENSG00000162946,Vraylar
ENSG00000096968,Olumiant
ENSG00000100368,Olumiant
ENSG00000134352,Olumiant
ENSG00000162434,Olumiant
ENSG00000049323,Reblozyl
ENSG00000076248,Reblozyl
ENSG00000105329,Reblozyl
ENSG00000105991,Reblozyl
ENSG00000138615,Reblozyl
ENSG00000151615,Reblozyl
ENSG00000163430,Reblozyl
ENSG00000116678,Macrilen
ENSG00000196396,Sogroya
ENSG00000078369,Aristada
ENSG00000102468,Aristada
ENSG00000118432,Aristada
ENSG00000128271,Aristada
ENSG00000142319,Aristada
ENSG00000147246,Aristada
ENSG00000147955,Aristada
ENSG00000162946,Aristada
ENSG00000164082,Aristada
ENSG00000130656,Oxbryta
ENSG00000169877,Oxbryta
ENSG00000176155,Oxbryta
ENSG00000188536,Oxbryta
ENSG00000206172,Oxbryta
ENSG00000078369,Lybalvi
ENSG00000102468,Lybalvi
ENSG00000118432,Lybalvi
ENSG00000128271,Lybalvi
ENSG00000142192,Lybalvi
ENSG00000142319,Lybalvi
ENSG00000147246,Lybalvi
ENSG00000147955,Lybalvi
ENSG00000162946,Lybalvi
ENSG00000164082,Lybalvi
ENSG00000180720,Lybalvi
ENSG00000096968,Rinvoq
ENSG00000100368,Rinvoq
ENSG00000105639,Rinvoq
ENSG00000134352,Rinvoq
ENSG00000162434,Rinvoq
ENSG00000078369,Caplyta
ENSG00000102468,Caplyta
ENSG00000118432,Caplyta
ENSG00000128271,Caplyta
ENSG00000142319,Caplyta
ENSG00000147246,Caplyta
ENSG00000147955,Caplyta
ENSG00000162946,Caplyta
ENSG00000164082,Caplyta
ENSG00000170421,Orkambi
ENSG00000253729,Orkambi
ENSG00000170421,Trikafta
ENSG00000253729,Trikafta
ENSG00000079805,Evrysdi
ENSG00000169057,Evrysdi
ENSG00000182004,Evrysdi
ENSG00000187191,Evrysdi
ENSG00000197386,Evrysdi
ENSG00000204410,Evrysdi
ENSG00000079805,Spinraza
ENSG00000169057,Spinraza
ENSG00000182004,Spinraza
ENSG00000187191,Spinraza
ENSG00000197386,Spinraza
ENSG00000204410,Spinraza
ENSG00000078369,Rexulti
ENSG00000102468,Rexulti
ENSG00000118432,Rexulti
ENSG00000128271,Rexulti
ENSG00000142319,Rexulti
ENSG00000147246,Rexulti
ENSG00000147955,Rexulti
ENSG00000162946,Rexulti
ENSG00000164082,Rexulti
ENSG00000170421,Symdeko
ENSG00000170421,Trikafta
ENSG00000253729,Symdeko
ENSG00000253729,Trikafta
ENSG00000112182,Ninlaro
ENSG00000123143,Ninlaro
ENSG00000124508,Ninlaro
ENSG00000134504,Ninlaro
ENSG00000142192,Ninlaro
ENSG00000162924,Ninlaro
ENSG00000167604,Ninlaro
ENSG00000197943,Ninlaro
ENSG00000070808,Aduhelm
ENSG00000132535,Aduhelm
ENSG00000070808,Vizamyl
ENSG00000132535,Vizamyl
ENSG00000070808,Neuraceq
ENSG00000132535,Neuraceq
ENSG00000134215,Fotivda
ENSG00000170421,Symdeko
ENSG00000170421,Trikafta
ENSG00000170421,Orkambi
ENSG00000253729,Symdeko
ENSG00000253729,Trikafta
ENSG00000253729,Orkambi
ENSG00000049130,Qinlock
ENSG00000049130,Ayvakit
ENSG00000145715,Xospata
ENSG00000149177,Vitrakvi
ENSG00000254093,Zykadia
ENSG00000075624,Tresiba
ENSG00000081237,Tresiba
ENSG00000106070,Tresiba
ENSG00000135439,Tresiba
ENSG00000178188,Tresiba
ENSG00000179295,Tresiba
ENSG00000185950,Tresiba
ENSG00000196396,Tresiba
ENSG00000101336,Tepmetko
ENSG00000101336,Tabrecta
ENSG00000044574,Tagrisso
ENSG00000101336,Tagrisso
ENSG00000110711,Tagrisso
ENSG00000117450,Tagrisso
ENSG00000126581,Tagrisso
ENSG00000196154,Tagrisso
ENSG00000044574,Portrazza
ENSG00000101336,Portrazza
ENSG00000110711,Portrazza
ENSG00000117450,Portrazza
ENSG00000126581,Portrazza
ENSG00000196154,Portrazza
ENSG00000044574,Exkivity
ENSG00000101336,Exkivity
ENSG00000110711,Exkivity
ENSG00000117450,Exkivity
ENSG00000126581,Exkivity
ENSG00000196154,Exkivity
ENSG00000044574,Alunbrig
ENSG00000101336,Alunbrig
ENSG00000110711,Alunbrig
ENSG00000117450,Alunbrig
ENSG00000126581,Alunbrig
ENSG00000196154,Alunbrig
ENSG00000044574,Vizimpro
ENSG00000101336,Vizimpro
ENSG00000110711,Vizimpro
ENSG00000117450,Vizimpro
ENSG00000126581,Vizimpro
ENSG00000196154,Vizimpro
ENSG00000044574,Gilotrif
ENSG00000101336,Gilotrif
ENSG00000110711,Gilotrif
ENSG00000117450,Gilotrif
ENSG00000126581,Gilotrif
ENSG00000196154,Gilotrif
ENSG00000044574,Rybrevant
ENSG00000101336,Rybrevant
ENSG00000110711,Rybrevant
ENSG00000117450,Rybrevant
ENSG00000126581,Rybrevant
ENSG00000196154,Rybrevant
ENSG00000169083,Farydak
ENSG00000065361,Pemazyre
ENSG00000145675,Pemazyre
ENSG00000100906,Ninlaro
ENSG00000131323,Ninlaro
ENSG00000104783,Orkambi
ENSG00000132912,Orkambi
ENSG00000174502,Orkambi
ENSG00000240972,Orkambi
ENSG00000104783,Trikafta
ENSG00000132912,Trikafta
ENSG00000174502,Trikafta
ENSG00000240972,Trikafta
ENSG00000104783,Symdeko
ENSG00000104783,Trikafta
ENSG00000132912,Symdeko
ENSG00000132912,Trikafta
ENSG00000174502,Symdeko
ENSG00000174502,Trikafta
ENSG00000240972,Symdeko
ENSG00000240972,Trikafta
ENSG00000104783,Symdeko
ENSG00000104783,Trikafta
ENSG00000104783,Orkambi
ENSG00000132912,Symdeko
ENSG00000132912,Trikafta
ENSG00000132912,Orkambi
ENSG00000174502,Symdeko
ENSG00000174502,Trikafta
ENSG00000174502,Orkambi
ENSG00000240972,Symdeko
ENSG00000240972,Trikafta
ENSG00000240972,Orkambi
ENSG00000110680,Ubrelvy
ENSG00000165025,Tzield
ENSG00000091831,Annovera
ENSG00000110680,Nurtec ODT
ENSG00000110848,Ponvory
ENSG00000110848,Zeposia
ENSG00000130164,Repatha
ENSG00000110680,Aimovig
ENSG00000091831,Nextstellis
ENSG00000110680,Qulipta
ENSG00000130164,Praluent
ENSG00000113369,Breo Ellipta
ENSG00000113369,Anoro Ellipta
ENSG00000163485,Breo Ellipta
ENSG00000163485,Anoro Ellipta
ENSG00000012048,Osphena
ENSG00000171490,Osphena
ENSG00000113369,Striverdi Respimat
ENSG00000163485,Striverdi Respimat
ENSG00000012048,Duavee
ENSG00000171490,Duavee
ENSG00000012048,Duavee
ENSG00000171490,Duavee
ENSG00000105397,Saphnelo
ENSG00000115415,Saphnelo
ENSG00000168036,Tymlos
ENSG00000107338,Winlevi
ENSG00000110092,Winlevi
ENSG00000116288,Winlevi
ENSG00000134817,Giapreza
ENSG00000139053,Giapreza
ENSG00000143153,Giapreza
ENSG00000091831,Talzenna
ENSG00000140320,Ofev
ENSG00000110092,Kisqali
ENSG00000179750,Kisqali
ENSG00000110092,Verzenio
ENSG00000179750,Verzenio
ENSG00000148702,Zejula
NA,Axumin
ENSG00000158092,Tecvayli
ENSG00000170581,Sotyktu
NA,Bevyxxa
ENSG00000091831,Annovera
NA,Anoro Ellipta
NA,Yupelri
ENSG00000112715,Vabysmo
ENSG00000112715,Beovu
NA,Savaysa
ENSG00000099377,Ongentys
NA,Kevzara
ENSG00000159224,Nesina
ENSG00000169248,Nesina
NA,Tezspire
ENSG00000110680,Emgality
ENSG00000110680,Ajovy
ENSG00000110680,Vyepti
ENSG00000149295,Azstarys
ENSG00000152214,Azstarys
ENSG00000149295,Azstarys
ENSG00000152214,Azstarys
ENSG00000110092,Ibrance
ENSG00000179750,Ibrance
ENSG00000136717,Flortaucipir F-18
ENSG00000130164,Leqvio
ENSG00000169174,Leqvio
NA,Adbry
ENSG00000134470,Zinbryta
ENSG00000244411,Zinbryta
ENSG00000080824,Breo Ellipta
ENSG00000175793,Breo Ellipta
ENSG00000115232,Entyvio
ENSG00000136754,Entyvio
ENSG00000110944,Ilumya
ENSG00000113302,Ilumya
ENSG00000162594,Ilumya
ENSG00000110944,Skyrizi
ENSG00000113302,Skyrizi
ENSG00000162594,Skyrizi
ENSG00000110944,Tremfya
ENSG00000113302,Tremfya
ENSG00000162594,Tremfya
ENSG00000103042,Lybalvi
ENSG00000132965,Lybalvi
ENSG00000174437,Lybalvi
ENSG00000205279,Lybalvi
ENSG00000061918,Verquvo
ENSG00000164116,Verquvo
ENSG00000159224,Mounjaro
ENSG00000149295,Vraylar
ENSG00000065361,Olumiant
ENSG00000115415,Olumiant
ENSG00000168610,Olumiant
ENSG00000030110,Venclexta
ENSG00000141682,Venclexta
ENSG00000153094,Venclexta
ENSG00000077782,Aristada
ENSG00000149295,Aristada
ENSG00000196565,Oxbryta
ENSG00000213931,Oxbryta
ENSG00000134640,Lybalvi
ENSG00000149295,Lybalvi
ENSG00000065361,Rinvoq
ENSG00000106541,Rinvoq
ENSG00000115415,Rinvoq
ENSG00000131196,Rinvoq
ENSG00000142166,Rinvoq
ENSG00000168610,Rinvoq
ENSG00000183386,Rinvoq
ENSG00000149295,Caplyta
ENSG00000091831,Nextstellis
ENSG00000104447,Nextstellis
ENSG00000132153,Nextstellis
ENSG00000135250,Nextstellis
ENSG00000135486,Nextstellis
ENSG00000138078,Nextstellis
ENSG00000143575,Nextstellis
ENSG00000155561,Nextstellis
ENSG00000158406,Nextstellis
ENSG00000162244,Nextstellis
ENSG00000167216,Nextstellis
ENSG00000171456,Nextstellis
ENSG00000171490,Nextstellis
ENSG00000197728,Nextstellis
ENSG00000148702,Rubraca
ENSG00000148702,Lynparza
ENSG00000134516,Fluoroestradiol F-18
ENSG00000135097,Fluoroestradiol F-18
ENSG00000186868,Fluoroestradiol F-18
ENSG00000077782,Rexulti
ENSG00000149295,Rexulti
ENSG00000057663,Ninlaro
ENSG00000168404,Ninlaro
ENSG00000007047,Aduhelm
ENSG00000073060,Aduhelm
ENSG00000120885,Aduhelm
ENSG00000120899,Aduhelm
ENSG00000121653,Aduhelm
ENSG00000129219,Aduhelm
ENSG00000131042,Aduhelm
ENSG00000138613,Aduhelm
ENSG00000163879,Aduhelm
ENSG00000165916,Aduhelm
ENSG00000168077,Aduhelm
ENSG00000007047,Vizamyl
ENSG00000073060,Vizamyl
ENSG00000120885,Vizamyl
ENSG00000120899,Vizamyl
ENSG00000121653,Vizamyl
ENSG00000128482,Vizamyl
ENSG00000129219,Vizamyl
ENSG00000131042,Vizamyl
ENSG00000138613,Vizamyl
ENSG00000139318,Vizamyl
ENSG00000163879,Vizamyl
ENSG00000165916,Vizamyl
ENSG00000168077,Vizamyl
ENSG00000007047,Neuraceq
ENSG00000073060,Neuraceq
ENSG00000120885,Neuraceq
ENSG00000120899,Neuraceq
ENSG00000121653,Neuraceq
ENSG00000128482,Neuraceq
ENSG00000129219,Neuraceq
ENSG00000131042,Neuraceq
ENSG00000138613,Neuraceq
ENSG00000139318,Neuraceq
ENSG00000163879,Neuraceq
ENSG00000165916,Neuraceq
ENSG00000168077,Neuraceq
ENSG00000124788,Piqray
ENSG00000169047,Piqray
ENSG00000142515,Nubeqa
ENSG00000145715,Nubeqa
ENSG00000160691,Nubeqa
ENSG00000266412,Nubeqa
ENSG00000142515,Erleada
ENSG00000145715,Erleada
ENSG00000160691,Erleada
ENSG00000266412,Erleada
ENSG00000124181,Tresiba
ENSG00000140443,Tresiba
ENSG00000149177,Tresiba
ENSG00000153233,Tresiba
ENSG00000136205,Tepmetko
ENSG00000136205,Tabrecta
ENSG00000136205,Tagrisso
ENSG00000136205,Portrazza
ENSG00000136205,Exkivity
ENSG00000136205,Alunbrig
ENSG00000136205,Vizimpro
ENSG00000136205,Gilotrif
ENSG00000136205,Rybrevant
ENSG00000082701,Fluoroestradiol F-18
ENSG00000105723,Fluoroestradiol F-18
