"table_data","estimate","lower","upper","midp_p_value","fisher_p_value","chi_square_p_value"
"Priority",2.74179575770762,0.0839956946651138,35.6528195763677,0.491525908142559,0.421318128554689,0.426253217303899
"Breakthrough",0.644300573318271,0.020088701446908,8.18269658728319,0.739137062124286,1,0.681580276781124
"Orphan",1.79696972972564,1.02253269892652,3.2163346502766,0.04154251483157,0.0474412728470984,0.0400723604050579
"Standard",0.364721287604716,0.0280482725316581,11.905372102546,0.491525908142559,0.421318128554689,0.426253217303899
