"table_data","estimate","lower","upper","midp_p_value","fisher_p_value","chi_square_p_value"
"Priority_vs_Other",2.87671019241181,0.087947118105205,37.5046219512984,0.473209562435449,0.40811648235383,0.40179998323121
"Breakthrough_vs_Other",0.672084212365928,0.0209441367334779,8.54112255336167,0.763936821422273,1,0.707700479796457
"Standard_vs_Other",0.347611515977268,0.0266633803507888,11.3704692267888,0.473209562435448,0.40811648235383,0.40179998323121
